"","Task","Ct","Quantity","template_name","template_conc","QuantBackCalc","Mean","Median","SD","X.025","X.05","X.25","X.75","X.95","X.975","year","month","day","site_name","exp.Mean"
"276","Unknown",38.76481,0.00122746323809524,"007",NA,1.2888364,0.244404460063594,0.253844354039688,0.461192068761475,-0.678697955528205,-0.529217622807293,-0.0605865726655375,0.559418926985436,0.987254413031995,1.12436402595943,2016,5,31,"Brown Point",1.27686066520988
"277","Unknown",32.221058,0.0152560676190476,"569",NA,16.018871,2.77003087619863,2.7715518763189,0.43282320681348,1.91416021405943,2.05442168429048,2.48002139174195,3.06300492497087,3.4766284936712,3.61223938014676,2017,6,21,"Hoypus",15.9591267593547
"278","Unknown",32.171165,0.0155520285714286,"569",NA,16.32963,2.78928757767207,2.79085418941728,0.432728272880314,1.93367801949236,2.07410542415951,2.49942860601474,3.08227956893166,3.49585699568976,3.63151386137894,2017,6,21,"Hoypus",16.2694249704589
"279","Unknown",NA,0,"590",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"280","Unknown",NA,0,"590",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"281","Unknown",NA,0,"590",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"282","Unknown",NA,0,"007",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,5,31,"Brown Point",0
"283","Unknown",34.887394,0.0054638819047619,"118",NA,5.737076,1.74093187674207,1.74575660965816,0.440653316484407,0.865539086306157,1.00968939266501,1.44819003667945,2.04023762906899,2.45575132033227,2.59156280062926,2016,6,15,"Strawberry Point North",5.70265511903796
"284","Unknown",35.290455,0.00467831933333333,"118",NA,4.9122353,1.58536645969788,1.59122906332707,0.442297901797712,0.706565988669616,0.850389495100768,1.29185677651103,1.88646444246151,2.30251928436255,2.4385173868623,2016,6,15,"Strawberry Point North",4.88107976982381
"285","Unknown",35.659657,0.004058274,"118",NA,4.2611877,1.44286926174632,1.44891708313137,0.44390755819763,0.559288540586537,0.704161451645129,1.14834121152643,1.7454368870221,2.16252671707468,2.29733239639507,2016,6,15,"Strawberry Point North",4.23282348845876
"286","Unknown",36.119442,0.00339971714285714,"265",NA,3.569703,1.26541065057911,1.27165063309516,0.446048466909353,0.377339772840829,0.522088788305063,0.96972901546801,1.56947651756866,1.98805446559323,2.12357949046039,2017,2,22,"Strawberry Point North",3.54454800797658
"287","Unknown",36.730236,0.00268712619047619,"265",NA,2.8214825,1.02966860821308,1.0366130058591,0.44912287772598,0.134248802468465,0.280215292377317,0.731978199162318,1.33590071684962,1.7573536116477,1.89117091274542,2017,2,22,"Strawberry Point North",2.80013773827711
"288","Unknown",36.38777,0.00306594952380952,"265",NA,3.219247,1.16184678003685,1.16824253568007,0.447366972660493,0.270452255958654,0.416271712469507,0.865349734299765,1.46670067849719,1.88645493381707,2.0215363339655,2017,2,22,"Strawberry Point North",3.19582982434727
"289","Unknown",37.13454,0.00229968714285714,"008",NA,2.4146715,0.87362344290898,0.881135870217989,0.451300131847622,-0.0273716380465629,0.119570387860092,0.575262884172345,1.18110753081082,1.60378468214338,1.73856479339654,2016,5,31,"Brown Point",2.39557537695388
"290","Unknown",NA,0,"365",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,3,21,"Hoypus",0
"291","Unknown",37.76602,0.00180324333333333,"365",NA,1.8934055,0.629897432317358,0.637707116049679,0.454922984968669,-0.279558477685755,-0.131337091613048,0.329290432953054,0.939933102629029,1.36518772648934,1.49952592520827,2017,3,21,"Hoypus",1.87741800697434
"292","Unknown",NA,0,"365",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,3,21,"Hoypus",0
