SDS 2.3	Multicomponent	1.0
Well	Time	Temp	Cycle	Step	Repeat	FAM	ROX	BKGND - A1	mse/chan
1	3630	60.0	1	1	10	4498.928	2320.9595	786.87195	70.02259
1	3648	60.0	1	1	10	4520.958	2318.3237	808.95184	68.628174
1	3665	60.0	1	1	10	4489.8887	2310.846	824.24854	68.39629
1	3682	60.0	1	1	10	4503.5015	2317.0176	787.55615	77.19985
1	3699	60.0	1	1	10	4520.762	2324.5146	796.147	71.4331
1	3717	60.0	1	1	10	4512.257	2318.6655	797.3851	76.53232
1	3781	95.0	1	0	11	2171.7458	1781.5474	1010.0764	63.642857
1	3861	60.0	1	1	11	4445.525	2279.5728	818.10754	67.15346
1	3878	60.0	1	1	11	4539.435	2326.5278	795.82965	76.05262
1	3896	60.0	1	1	11	4561.6045	2337.0923	784.8032	67.71632
1	3913	60.0	1	1	11	4501.6465	2321.7534	791.3705	70.69133
1	3930	60.0	1	1	11	4531.4155	2336.7534	793.8441	64.74146
1	3947	60.0	1	1	11	4540.1064	2327.6016	797.4921	67.33375
1	3965	60.0	1	1	11	4524.0723	2331.9385	787.4748	72.96821
1	4027	95.1	1	0	12	2160.5874	1764.8665	1013.14734	65.78019
1	4107	60.1	1	1	12	4497.055	2332.164	780.28845	62.87722
1	4124	60.0	1	1	12	4514.0215	2334.0337	791.78	67.11318
1	4142	60.0	1	1	12	4509.2046	2322.2627	796.1428	70.957344
1	4159	60.0	1	1	12	4521.223	2310.2705	798.0668	67.794014
1	4176	60.0	1	1	12	4540.256	2330.3394	790.66425	69.776764
1	4193	60.0	1	1	12	4494.075	2306.5422	807.04785	68.05618
1	4211	60.0	1	1	12	4500.1455	2318.3171	794.7219	66.084274
1	4272	95.0	1	0	13	2180.462	1772.294	1007.81116	65.295815
1	4352	60.0	1	1	13	4481.662	2308.1318	796.0803	60.067406
1	4370	60.0	1	1	13	4533.643	2325.9253	786.7997	71.37899
1	4387	60.0	1	1	13	4509.548	2297.6604	807.09686	71.50193
1	4404	60.0	1	1	13	4512.768	2325.112	791.51556	71.56249
1	4421	60.0	1	1	13	4525.7373	2330.2883	786.92236	69.50783
1	4439	60.0	1	1	13	4497.9893	2304.6504	790.3939	69.834206
1	4456	60.0	1	1	13	4463.3037	2281.3638	813.5947	71.915245
1	4518	95.0	1	0	14	2154.3003	1750.1877	1021.4002	68.55514
1	4598	60.1	1	1	14	4439.8296	2298.8936	788.8047	68.11023
1	4616	60.0	1	1	14	4485.8213	2300.3003	800.17725	73.631584
1	4633	60.0	1	1	14	4473.0156	2317.3752	798.5332	69.56552
1	4650	60.0	1	1	14	4452.7017	2301.1206	821.2158	64.95529
1	4667	60.0	1	1	14	4479.4673	2313.3237	787.2175	77.45755
1	4685	60.0	1	1	14	4482.334	2312.2007	799.9354	70.89218
1	4702	60.0	1	1	14	4469.3994	2304.7866	789.0131	74.331184
1	4766	95.1	1	0	15	2124.1006	1721.3091	1031.8492	66.04254
1	4847	60.0	1	1	15	4435.866	2297.0137	781.1989	65.519104
1	4864	60.0	1	1	15	4490.839	2322.678	780.6561	68.49167
1	4881	60.0	1	1	15	4520.816	2328.5244	774.45935	74.92546
1	4898	60.0	1	1	15	4479.0186	2304.461	785.06354	69.57269
1	4916	60.0	1	1	15	4495.512	2316.728	782.2412	69.26593
1	4933	60.0	1	1	15	4436.1523	2280.3506	801.5835	64.72757
1	4950	60.0	1	1	15	4474.0034	2308.045	779.64056	66.567345
1	5015	95.0	1	0	16	2126.0444	1724.4686	1016.581	67.20137
1	5094	60.1	1	1	16	4400.7173	2271.4238	804.9763	61.04809
1	5112	60.0	1	1	16	4422.7666	2269.2124	808.9845	68.536316
1	5129	60.0	1	1	16	4455.586	2300.2466	786.0179	67.669136
1	5146	60.0	1	1	16	4427.8447	2286.773	795.1155	72.21632
1	5163	60.0	1	1	16	4474.858	2302.5588	783.86365	62.508976
1	5181	60.0	1	1	16	4450.1226	2276.0115	789.2351	71.46542
1	5198	60.0	1	1	16	4406.676	2241.9106	805.1947	68.85178
1	5261	95.0	1	0	17	2113.0198	1727.82	1028.3483	63.04603
1	5341	60.0	1	1	17	4426.434	2286.1162	783.83307	72.35141
1	5358	60.0	1	1	17	4452.1235	2305.2703	772.95264	67.78759
1	5375	60.0	1	1	17	4460.086	2323.0298	769.79944	68.87425
1	5392	60.0	1	1	17	4455.585	2302.984	789.27734	63.446026
1	5410	60.0	1	1	17	4442.749	2282.3628	788.651	69.27393
1	5427	60.0	1	1	17	4408.0166	2263.6343	792.4807	63.643574
