SDS 2.3	Multicomponent	1.0
Well	Time	Temp	Cycle	Step	Repeat	FAM	ROX	BKGND - A1	mse/chan
1	9358	60.0	1	1	33	11879.303	2589.2742	495.17944	103.14551
1	9375	60.0	1	1	33	11925.153	2598.2012	493.02075	96.27335
1	9393	60.0	1	1	33	11842.721	2607.3418	469.24207	103.72951
1	9455	95.0	1	0	34	7484.315	2027.75	888.1648	138.30005
1	9535	60.0	1	1	34	11964.975	2629.7852	471.47424	96.99278
1	9552	60.0	1	1	34	12010.41	2630.2876	477.00366	100.75737
1	9570	60.0	1	1	34	12009.195	2622.9917	467.74744	109.127365
1	9587	60.0	1	1	34	11962.246	2595.8574	486.0553	104.664986
1	9604	60.0	1	1	34	11949.461	2595.567	486.6714	111.11307
1	9621	60.0	1	1	34	12041.503	2638.1714	453.88025	96.711845
1	9639	60.0	1	1	34	11874.605	2614.264	454.63525	107.31076
1	9703	95.0	1	0	35	7458.413	1981.897	911.86273	134.5486
1	9783	60.1	1	1	35	12003.707	2626.4146	468.8286	103.704666
1	9801	60.0	1	1	35	12022.487	2611.5117	483.4286	101.51132
1	9818	60.0	1	1	35	12085.529	2649.2249	450.28137	106.26553
1	9835	60.0	1	1	35	12096.15	2621.6465	452.76782	110.227615
1	9852	60.0	1	1	35	11995.628	2582.8162	492.30176	101.82317
1	9869	60.0	1	1	35	11948.517	2591.188	491.09973	97.79224
1	9887	60.0	1	1	35	11972.598	2603.5405	469.63098	103.91322
1	9951	95.0	1	0	36	7547.217	1992.0726	909.62537	139.69414
1	10031	60.0	1	1	36	12087.196	2644.7974	444.76074	105.94724
1	10049	60.0	1	1	36	12149.418	2661.6443	445.52527	104.125015
1	10066	60.0	1	1	36	12132.005	2630.2173	443.9015	104.11323
1	10083	60.0	1	1	36	12060.314	2597.107	483.22253	91.42262
1	10100	60.0	1	1	36	12046.817	2616.9324	458.9629	114.55286
1	10118	60.0	1	1	36	12003.803	2595.5386	475.6925	109.43896
1	10135	60.0	1	1	36	12050.143	2625.4004	448.03406	109.13777
1	10197	95.0	1	0	37	7563.418	1995.4353	908.2676	141.19241
1	10277	60.1	1	1	37	11948.544	2603.2397	455.6255	102.59111
1	10295	60.0	1	1	37	11987.828	2598.4292	492.9004	102.339264
1	10312	60.0	1	1	37	12105.913	2611.9658	497.7932	99.67923
1	10329	60.0	1	1	37	12149.92	2627.6445	457.89417	107.05579
1	10346	60.0	1	1	37	12173.988	2637.6543	454.67517	99.70476
1	10364	60.0	1	1	37	12123.004	2634.8628	456.104	105.42935
1	10381	60.0	1	1	37	12027.045	2600.746	475.23584	109.643814
1	10445	95.0	1	0	38	7624.1777	2024.4684	890.1386	134.63684
1	10526	60.0	1	1	38	12067.46	2643.0723	448.4895	103.65972
1	10543	60.0	1	1	38	12098.678	2636.2485	466.0359	101.42457
1	10560	60.0	1	1	38	12124.994	2645.607	448.87915	107.32753
1	10577	60.0	1	1	38	12114.854	2607.147	470.23413	108.54958
1	10595	60.0	1	1	38	12063.92	2600.3433	481.03638	97.133545
1	10612	60.0	1	1	38	12070.96	2608.1777	456.55908	102.05952
1	10629	60.0	1	1	38	12063.621	2624.3262	459.2716	104.69757
1	10694	95.1	1	0	39	7626.6777	2024.3168	883.78796	132.61223
1	10774	60.1	1	1	39	12049.25	2617.3076	464.18628	102.33641
1	10791	60.0	1	1	39	11983.984	2602.942	483.15356	94.811516
1	10808	60.0	1	1	39	12193.146	2639.2075	460.48877	106.216064
